id,isim,soyisim,yas,yillik_gelir,satin_alma_miktari
720,Emre,Korkmaz,68,94931,8
721,Emre,Çelik,45,119702,2
722,Fatma,Öztürk,43,64889,15
723,Ahmet,Öztürk,21,142242,8
724,Mehmet,Öztürk,32,106090,6
725,Mehmet,Şahin,36,83030,17
726,Ali,Kaya,23,59303,10
727,Zeynep,Kaya,22,78052,12
728,Zeynep,Çelik,35,50854,7
729,Emre,Doğan,23,129636,18
730,Selin,Şahin,48,51272,15
731,Ahmet,Korkmaz,42,99968,9
732,Mehmet,Yılmaz,21,103096,4
733,Elif,Öztürk,23,95663,18
734,Ali,Doğan,58,65048,19
735,Hüseyin,Öztürk,54,119378,19
736,Fatma,Korkmaz,67,60854,13
737,Ahmet,Öztürk,42,141699,15
738,Mehmet,Arslan,51,42863,6
739,Selin,Arslan,36,148494,11
740,Ahmet,Demir,51,94442,5
741,Zeynep,Güler,32,137938,11
742,Ali,Güler,67,30404,8
743,Emre,Güler,25,75442,8
744,Zeynep,Çelik,61,127118,15
745,Elif,Güler,64,79061,13
746,Selin,Öztürk,66,53152,18
747,Zeynep,Çelik,51,106341,4
748,Ayşe,Güler,35,117149,14
749,Selin,Şahin,47,99428,4
750,Mehmet,Demir,30,87752,2
751,Emre,Demir,64,115404,19
752,Ayşe,Korkmaz,50,57900,15
753,Ali,Öztürk,52,30245,3
754,Fatma,Çelik,69,109609,12
755,Emre,Güler,41,52540,12
756,Elif,Korkmaz,43,113953,13
757,Zeynep,Kaya,64,23195,15
758,Hüseyin,Güler,68,141310,19
759,Selin,Öztürk,61,76599,3
760,Ahmet,Yılmaz,59,144112,17
761,Elif,Çelik,64,101423,2
762,Emre,Arslan,18,149062,19
763,Fatma,Çelik,30,118754,1
764,Zeynep,Demir,27,66431,18
765,Mehmet,Demir,36,76283,16
766,Ali,Doğan,22,124034,15
767,Elif,Arslan,25,148694,18
768,Elif,Yılmaz,21,98910,11
769,Emre,Korkmaz,66,94976,19
770,Fatma,Çelik,30,98226,14
771,Emre,Öztürk,55,66924,11
772,Zeynep,Korkmaz,63,138171,17
773,Ahmet,Arslan,66,110581,13
774,Ayşe,Öztürk,63,65657,11
775,Elif,Şahin,36,44490,5
776,Ahmet,Korkmaz,69,148219,9
777,Mehmet,Kaya,67,76369,11
778,Ayşe,Korkmaz,25,58015,5
779,Hüseyin,Şahin,44,91848,15
780,Ali,Korkmaz,67,28176,12
781,Ahmet,Güler,64,37211,17
782,Emre,Kaya,47,140326,1
783,Ayşe,Demir,21,82761,12
784,Elif,Çelik,28,131366,13
785,Ahmet,Korkmaz,38,50949,2
786,Zeynep,Kaya,60,66211,9
787,Elif,Öztürk,19,68851,7
788,Ali,Yılmaz,38,83318,4
789,Hüseyin,Çelik,34,47777,14
790,Ayşe,Yılmaz,60,117076,11
791,Ayşe,Doğan,68,93302,19
792,Elif,Yılmaz,46,138498,11
793,Fatma,Doğan,44,113245,11
794,Elif,Korkmaz,41,38614,12
795,Fatma,Demir,66,36829,15
796,Mehmet,Korkmaz,20,116930,4
797,Emre,Güler,56,139762,7
798,Mehmet,Şahin,27,37091,4
799,Ayşe,Şahin,20,141090,5
800,Ahmet,Öztürk,62,91915,17
801,Hüseyin,Güler,59,73867,17
802,Ahmet,Çelik,43,65473,4
803,Fatma,Öztürk,54,29600,19
804,Zeynep,Yılmaz,44,21655,11
805,Ali,Öztürk,22,140785,8
806,Hüseyin,Arslan,59,36100,10
807,Selin,Demir,28,123191,16
808,Elif,Doğan,30,110874,11
809,Ahmet,Öztürk,58,128353,5
810,Ali,Demir,51,106337,13
811,Zeynep,Şahin,55,130849,15
812,Mehmet,Korkmaz,57,49175,6
813,Fatma,Şahin,50,47156,14
814,Ayşe,Doğan,51,116332,17
815,Selin,Korkmaz,44,29418,16
816,Emre,Doğan,53,87423,18
817,Ali,Şahin,43,74310,14
818,Selin,Arslan,68,111589,19
819,Selin,Güler,42,124632,11
820,Fatma,Kaya,36,24885,18
821,Fatma,Kaya,38,51578,11
822,Ayşe,Şahin,48,70365,18
823,Emre,Öztürk,46,33669,11
824,Ayşe,Demir,26,29032,2
825,Ahmet,Öztürk,36,58280,5
826,Elif,Şahin,43,57500,2
827,Fatma,Yılmaz,42,91580,11
828,Emre,Güler,57,25375,3
829,Elif,Şahin,60,57989,4
830,Selin,Demir,46,97710,10
831,Ayşe,Güler,42,101663,3
832,Ali,Korkmaz,36,148593,1
833,Hüseyin,Yılmaz,21,71634,10
834,Ali,Güler,62,106048,18
835,Emre,Doğan,37,87832,1
836,Ahmet,Şahin,63,136279,6
837,Fatma,Korkmaz,18,83192,18
838,Ayşe,Doğan,28,116006,4
839,Hüseyin,Korkmaz,21,24085,15
840,Selin,Çelik,24,56095,3
841,Ahmet,Öztürk,45,134703,19
842,Fatma,Çelik,53,109321,12
843,Ayşe,Yılmaz,24,86916,15
844,Ayşe,Yılmaz,37,35119,17
845,Ahmet,Demir,52,101500,9
846,Selin,Çelik,68,31993,16
847,Selin,Korkmaz,68,39854,8
848,Ali,Doğan,56,122166,18
849,Zeynep,Çelik,38,113890,19
850,Ali,Şahin,61,140794,9
851,Ali,Yılmaz,18,58417,13
852,Elif,Öztürk,54,138252,4
853,Emre,Demir,63,124495,14
854,Ayşe,Yılmaz,59,84146,17
855,Fatma,Doğan,20,122488,12
856,Zeynep,Şahin,51,137512,3
857,Ali,Yılmaz,30,34196,3
858,Ayşe,Şahin,33,112822,8
859,Mehmet,Öztürk,51,76537,3
860,Selin,Güler,41,68457,16
861,Ali,Yılmaz,30,64815,17
862,Ali,Doğan,23,95487,17
863,Fatma,Çelik,56,137490,14
864,Fatma,Doğan,19,25100,4
865,Ahmet,Arslan,28,60380,2
866,Ayşe,Güler,24,84301,10
867,Ali,Şahin,24,66618,17
868,Zeynep,Yılmaz,56,131503,11
869,Hüseyin,Demir,56,132836,11
870,Fatma,Güler,29,40863,15
871,Ayşe,Yılmaz,68,114444,1
872,Mehmet,Şahin,39,148125,14
873,Ahmet,Doğan,68,93354,8
874,Hüseyin,Şahin,68,124276,13
875,Ayşe,Yılmaz,69,47823,14
876,Ahmet,Şahin,20,33230,2
877,Selin,Korkmaz,30,22933,6
878,Hüseyin,Öztürk,47,149327,19
879,Zeynep,Çelik,27,89189,16
880,Hüseyin,Güler,69,26702,4
881,Emre,Öztürk,26,28986,8
882,Zeynep,Arslan,23,56445,12
883,Zeynep,Yılmaz,61,30741,2
884,Ali,Çelik,19,48077,9
885,Zeynep,Korkmaz,61,104487,5
886,Ali,Doğan,33,33059,13
887,Elif,Demir,30,26041,11
888,Fatma,Yılmaz,65,149729,1
889,Hüseyin,Öztürk,30,47932,15
890,Fatma,Korkmaz,39,37231,12
891,Elif,Kaya,36,85392,9
892,Hüseyin,Öztürk,43,138343,10
893,Selin,Demir,31,43600,19
894,Elif,Korkmaz,48,82719,15
895,Ahmet,Korkmaz,46,81286,4
896,Emre,Doğan,62,26855,3
897,Mehmet,Öztürk,59,128897,11
898,Emre,Doğan,39,103718,9
899,Hüseyin,Korkmaz,24,71704,10
900,Zeynep,Öztürk,54,111474,1
901,Emre,Öztürk,66,57410,6
902,Fatma,Arslan,58,105157,5
903,Selin,Güler,44,79237,11
904,Fatma,Öztürk,48,107651,3
905,Ahmet,Yılmaz,23,69896,2
906,Zeynep,Kaya,33,139569,10
907,Emre,Doğan,55,122507,15
908,Selin,Çelik,55,131039,1
909,Zeynep,Kaya,67,66486,16
910,Elif,Demir,49,148932,10
911,Ayşe,Yılmaz,50,115250,1
912,Zeynep,Kaya,66,69737,14
913,Ayşe,Güler,34,109221,17
914,Emre,Arslan,50,95911,4
915,Ali,Şahin,28,68662,7
916,Ayşe,Arslan,30,22321,12
917,Elif,Çelik,47,68296,14
918,Ali,Çelik,18,102001,17
919,Emre,Çelik,47,146044,15
920,Elif,Korkmaz,44,101726,18
921,Mehmet,Şahin,57,65272,5
922,Ali,Doğan,40,145600,6
923,Fatma,Öztürk,37,24987,2
924,Ayşe,Doğan,23,118992,3
925,Emre,Yılmaz,54,144643,2
926,Hüseyin,Kaya,37,138684,2
927,Elif,Kaya,54,119737,5
928,Hüseyin,Demir,23,79037,5
929,Selin,Korkmaz,46,61116,3
930,Fatma,Güler,30,33527,6
931,Emre,Güler,44,103448,6
932,Selin,Korkmaz,67,57822,4
933,Elif,Şahin,37,92265,15
934,Mehmet,Çelik,30,87437,11
935,Ahmet,Arslan,56,50281,9
936,Elif,Demir,25,56042,11
937,Zeynep,Doğan,34,33589,17
938,Selin,Korkmaz,47,107958,16
939,Ali,Arslan,18,120988,8
940,Mehmet,Şahin,41,99323,9
941,Fatma,Arslan,33,79908,1
942,Mehmet,Öztürk,28,148822,13
943,Hüseyin,Çelik,21,75527,6
944,Selin,Şahin,21,98604,17
945,Ayşe,Arslan,34,60129,11
946,Elif,Güler,66,40108,10
947,Ahmet,Demir,27,96948,3
948,Ali,Arslan,38,41645,8
949,Ayşe,Doğan,55,147732,13
950,Ahmet,Güler,66,94778,12
951,Mehmet,Kaya,35,65761,19
952,Zeynep,Öztürk,27,139667,12
953,Ali,Öztürk,62,95760,13
954,Selin,Şahin,33,116609,12
955,Ali,Yılmaz,56,133157,8
956,Emre,Doğan,32,67790,11
957,Emre,Demir,51,58858,13
958,Emre,Korkmaz,22,88899,5
959,Fatma,Güler,34,102024,2
960,Hüseyin,Şahin,54,20409,11
961,Fatma,Doğan,25,59983,12
962,Zeynep,Demir,41,50208,3
963,Fatma,Arslan,45,61109,9
964,Emre,Arslan,64,96423,3
965,Fatma,Şahin,25,43298,13
966,Mehmet,Kaya,40,25764,2
967,Hüseyin,Korkmaz,52,95448,12
968,Emre,Güler,48,73617,5
969,Elif,Şahin,34,45466,7
970,Mehmet,Doğan,45,105026,8
971,Ahmet,Arslan,65,45086,4
972,Mehmet,Şahin,65,40534,11
973,Ali,Çelik,68,135734,1
974,Hüseyin,Yılmaz,29,131823,3
975,Ali,Şahin,41,79797,5
976,Ayşe,Demir,32,128525,19
977,Emre,Arslan,57,35746,15
978,Elif,Demir,48,63855,15
979,Fatma,Güler,44,33108,6
980,Ahmet,Şahin,52,125751,14
981,Zeynep,Öztürk,35,119678,19
982,Emre,Korkmaz,53,119501,2
983,Ali,Demir,25,121116,16
984,Elif,Şahin,63,32093,6
985,Ali,Güler,66,53014,11
986,Zeynep,Şahin,55,34065,17
987,Ayşe,Çelik,22,57650,5
988,Hüseyin,Korkmaz,31,130875,14
989,Fatma,Korkmaz,55,35570,8
990,Zeynep,Yılmaz,37,51369,11
991,Elif,Korkmaz,61,23525,12
992,Ayşe,Yılmaz,26,43010,17
993,Emre,Yılmaz,50,91802,1
994,Elif,Öztürk,35,138807,4
995,Hüseyin,Çelik,23,28007,13
996,Ali,Korkmaz,54,67518,18
997,Hüseyin,Demir,19,116615,1
998,Selin,Korkmaz,47,49035,19
999,Mehmet,Arslan,23,109225,14
1000,Ali,Şahin,34,95218,18
1001,Hüseyin,Kaya,56,98100,16
1002,Mehmet,Çelik,58,85104,17
1003,Emre,Arslan,40,49939,9
1004,Emre,Yılmaz,48,64141,16
1005,Zeynep,Arslan,37,112779,2
1006,Emre,Arslan,22,67062,12
1007,Hüseyin,Şahin,38,40369,2
1008,Ayşe,Öztürk,60,117756,11
1009,Ahmet,Yılmaz,28,147452,4
1010,Mehmet,Çelik,21,100684,12
1011,Mehmet,Kaya,40,32689,11
1012,Ayşe,Demir,55,78921,8
1013,Fatma,Kaya,47,137513,6
1014,Selin,Güler,59,112183,15
1015,Zeynep,Güler,58,84717,11
1016,Elif,Yılmaz,35,49127,6
1017,Selin,Öztürk,69,103967,16
1018,Elif,Şahin,58,68602,4
1019,Fatma,Arslan,60,121786,16
1020,Elif,Korkmaz,48,84659,1
1021,Ahmet,Kaya,47,121699,16
1022,Zeynep,Çelik,51,96472,7
1023,Ali,Kaya,48,75560,14
1024,Zeynep,Güler,64,58139,4
1025,Fatma,Güler,55,107496,9
1026,Mehmet,Demir,42,41122,5
1027,Ayşe,Kaya,34,141723,6
1028,Fatma,Öztürk,53,56357,14
1029,Emre,Doğan,57,149422,18
1030,Fatma,Yılmaz,47,74433,18
1031,Emre,Çelik,19,66148,14
1032,Fatma,Öztürk,41,82710,16
1033,Selin,Öztürk,26,94465,15
1034,Emre,Şahin,18,28552,12
1035,Zeynep,Güler,41,50785,18
1036,Ahmet,Yılmaz,55,20819,5
1037,Fatma,Güler,65,144715,17
1038,Elif,Öztürk,44,133912,19
1039,Selin,Çelik,43,100750,5
1040,Zeynep,Öztürk,43,119715,12
1041,Zeynep,Çelik,24,146313,13
1042,Elif,Çelik,42,113236,16
1043,Fatma,Korkmaz,33,32760,11
1044,Fatma,Güler,55,146980,15
1045,Elif,Arslan,59,131130,12
1046,Fatma,Doğan,35,149438,4
1047,Zeynep,Doğan,34,106180,6
1048,Emre,Çelik,66,138446,4
1049,Ayşe,Güler,61,33179,9
1050,Hüseyin,Yılmaz,64,61929,15
1051,Ayşe,Demir,23,101415,15
1052,Hüseyin,Çelik,37,51132,9
1053,Ayşe,Çelik,65,79500,5
1054,Zeynep,Korkmaz,40,36654,10
1055,Ahmet,Arslan,63,47321,19
1056,Hüseyin,Yılmaz,29,148126,17
1057,Ahmet,Öztürk,29,94143,14
1058,Emre,Öztürk,51,25928,19
1059,Mehmet,Kaya,25,26849,8
1060,Hüseyin,Şahin,44,110517,3
1061,Ahmet,Doğan,66,100998,19
1062,Ali,Demir,25,100351,10
1063,Ayşe,Demir,65,64754,8
1064,Ali,Güler,50,21020,19
1065,Ayşe,Doğan,54,43583,8
1066,Fatma,Korkmaz,36,107777,5
1067,Ahmet,Güler,41,96678,16
1068,Hüseyin,Arslan,39,117180,12
1069,Ahmet,Kaya,20,41208,8
1070,Mehmet,Öztürk,26,143860,2
1071,Selin,Güler,28,146236,14
1072,Elif,Şahin,23,56881,9
1073,Emre,Demir,56,23111,16
1074,Fatma,Demir,56,29360,2
1075,Ayşe,Yılmaz,54,22106,14
1076,Ayşe,Demir,19,57889,14
1077,Selin,Korkmaz,54,80265,6
1078,Elif,Demir,23,145237,18
1079,Hüseyin,Kaya,23,88421,11
1080,Emre,Korkmaz,56,73559,11
1081,Emre,Arslan,53,73048,11
1082,Elif,Arslan,42,146051,18
1083,Ayşe,Kaya,67,101316,11
1084,Ayşe,Öztürk,33,48153,9
1085,Ahmet,Doğan,38,51391,15
1086,Ali,Şahin,68,45192,1
1087,Elif,Çelik,27,126365,18
1088,Hüseyin,Korkmaz,22,147553,5
1089,Mehmet,Kaya,67,82824,9
1090,Ahmet,Çelik,42,143615,7
1091,Hüseyin,Doğan,48,81664,17
1092,Hüseyin,Şahin,20,104626,7
1093,Emre,Güler,37,146184,17
1094,Ali,Şahin,21,128318,7
1095,Ayşe,Kaya,31,70958,14
1096,Mehmet,Demir,29,147701,8
1097,Fatma,Arslan,31,120575,17
1098,Elif,Çelik,54,46016,4
1099,Ahmet,Kaya,35,77483,19
1100,Selin,Doğan,44,133510,3
1101,Mehmet,Doğan,24,139020,6
1102,Elif,Arslan,65,148078,6
1103,Zeynep,Güler,52,69935,12
1104,Ali,Demir,39,71847,9
1105,Mehmet,Güler,38,35303,6
1106,Fatma,Demir,60,24426,7
1107,Fatma,Yılmaz,35,146398,15
1108,Fatma,Doğan,55,116084,16
1109,Fatma,Arslan,43,60097,6
1110,Elif,Öztürk,39,119831,2
1111,Zeynep,Şahin,54,27186,19
1112,Zeynep,Güler,22,39967,7
1113,Ahmet,Şahin,65,44746,10
1114,Hüseyin,Çelik,52,65032,13
1115,Hüseyin,Çelik,29,81595,12
1116,Elif,Kaya,52,127288,11
1117,Selin,Korkmaz,51,110181,16
1118,Mehmet,Yılmaz,64,68323,1
1119,Selin,Öztürk,37,110013,14
1120,Mehmet,Demir,66,141502,16
1121,Ahmet,Doğan,29,143999,8
1122,Hüseyin,Demir,51,119106,3
1123,Ayşe,Güler,43,78394,4
1124,Mehmet,Doğan,51,25059,3
1125,Zeynep,Kaya,49,63504,3
1126,Emre,Korkmaz,63,138807,11
1127,Elif,Çelik,24,37608,9
1128,Zeynep,Korkmaz,43,57354,6
1129,Ali,Kaya,42,26040,3
1130,Zeynep,Öztürk,63,98826,9
1131,Ali,Güler,56,133030,17
1132,Hüseyin,Korkmaz,69,143722,13
1133,Zeynep,Çelik,34,76189,14
1134,Elif,Çelik,41,107929,11
1135,Selin,Doğan,44,141839,18
1136,Emre,Doğan,21,52355,6
1137,Ayşe,Öztürk,44,115659,15
1138,Selin,Öztürk,64,62606,13
1139,Fatma,Doğan,47,80665,4
1140,Hüseyin,Kaya,20,86791,10
1141,Fatma,Arslan,23,61711,17
1142,Elif,Çelik,25,81681,12
1143,Selin,Doğan,33,95316,12
1144,Ahmet,Öztürk,32,111866,14
1145,Mehmet,Şahin,53,100356,13
1146,Ali,Doğan,57,71663,18
1147,Selin,Güler,25,145842,9
1148,Ahmet,Yılmaz,69,26915,18
1149,Elif,Çelik,56,40444,5
1150,Ali,Doğan,69,105311,18
1151,Ahmet,Kaya,47,102106,11
1152,Ahmet,Kaya,67,23519,11
1153,Selin,Şahin,29,100295,4
1154,Fatma,Güler,21,135166,2
1155,Ali,Korkmaz,31,58277,10
1156,Selin,Kaya,42,103375,15
1157,Elif,Yılmaz,22,48310,7
1158,Fatma,Kaya,69,101515,15
1159,Zeynep,Öztürk,40,65107,8
1160,Ayşe,Arslan,47,104529,6
1161,Ayşe,Güler,56,33897,8
1162,Fatma,Yılmaz,29,65964,13
1163,Zeynep,Yılmaz,32,100288,2
1164,Zeynep,Güler,36,141167,8
1165,Elif,Doğan,43,21014,6
1166,Fatma,Öztürk,62,79168,5
1167,Ali,Doğan,21,25923,11
1168,Ayşe,Demir,55,71698,3
1169,Ali,Güler,25,127260,12
1170,Elif,Korkmaz,47,133150,16
1171,Hüseyin,Kaya,32,50268,13
1172,Fatma,Şahin,29,23902,19
1173,Hüseyin,Yılmaz,27,144399,8
1174,Mehmet,Şahin,29,144252,3
1175,Ayşe,Arslan,34,67487,10
1176,Fatma,Çelik,57,86275,7
1177,Emre,Doğan,19,126066,14
1178,Elif,Yılmaz,36,21452,6
1179,Emre,Şahin,46,101130,17
1180,Fatma,Çelik,18,35795,12
1181,Ali,Arslan,39,104536,12
1182,Hüseyin,Doğan,42,56316,8
1183,Mehmet,Çelik,27,124712,3
1184,Fatma,Öztürk,26,106961,19
1185,Fatma,Çelik,36,65616,10
1186,Ahmet,Demir,29,126493,10
1187,Ali,Demir,46,22231,19
1188,Hüseyin,Öztürk,69,85174,11
1189,Hüseyin,Şahin,35,101470,14
1190,Ahmet,Çelik,33,114687,19
1191,Hüseyin,Korkmaz,21,128345,12
1192,Elif,Öztürk,60,71925,15
1193,Selin,Yılmaz,42,128834,18
1194,Hüseyin,Yılmaz,39,141783,10
1195,Fatma,Demir,46,56649,14
1196,Ahmet,Demir,39,127200,15
1197,Elif,Korkmaz,32,100171,3
1198,Hüseyin,Çelik,65,69163,11
1199,Emre,Çelik,19,123560,4
1200,Hüseyin,Yılmaz,30,145847,15
1201,Emre,Doğan,29,36952,17
1202,Ayşe,Kaya,43,126453,6
1203,Ali,Şahin,57,22041,15
1204,Elif,Güler,29,136280,4
1205,Fatma,Doğan,44,68368,12
1206,Zeynep,Korkmaz,63,54103,8
1207,Ali,Yılmaz,52,116110,19
1208,Fatma,Öztürk,19,86653,7
1209,Mehmet,Yılmaz,34,81821,16
1210,Emre,Kaya,19,80552,4
1211,Emre,Güler,34,26421,6
1212,Elif,Yılmaz,51,129432,17
1213,Ali,Güler,51,132884,12
1214,Mehmet,Demir,62,51436,2
1215,Mehmet,Demir,56,35853,7
1216,Elif,Çelik,58,71883,10
1217,Emre,Kaya,26,146345,4
1218,Ali,Korkmaz,31,38683,6
1219,Ayşe,Arslan,60,40683,1
1220,Selin,Şahin,37,42561,7
1221,Selin,Kaya,68,48717,3
1222,Selin,Şahin,50,26121,8
1223,Fatma,Kaya,41,38483,18
1224,Elif,Demir,22,111888,17
1225,Ayşe,Güler,49,52472,1
1226,Fatma,Kaya,40,120679,5
1227,Hüseyin,Öztürk,18,130293,8
1228,Ayşe,Demir,55,77117,7
1229,Selin,Demir,49,44298,9
1230,Zeynep,Yılmaz,33,145159,19
1231,Elif,Güler,37,136070,7
1232,Zeynep,Şahin,33,145911,1
1233,Selin,Öztürk,69,58978,16
1234,Selin,Arslan,30,113354,15
1235,Zeynep,Çelik,63,48709,11
1236,Mehmet,Şahin,28,106899,4
1237,Zeynep,Doğan,59,114961,13
1238,Selin,Kaya,34,121702,16
1239,Zeynep,Öztürk,24,127412,19
1240,Emre,Kaya,39,96849,15
1241,Fatma,Şahin,48,81156,10
1242,Zeynep,Yılmaz,21,78918,13
1243,Ali,Kaya,34,112885,6
1244,Ayşe,Güler,18,28873,2
1245,Selin,Çelik,19,149405,5
1246,Hüseyin,Güler,68,103281,14
1247,Fatma,Öztürk,50,133020,15
1248,Ali,Güler,61,57024,9
1249,Zeynep,Kaya,36,106063,5
1250,Ahmet,Güler,36,102514,11
1251,Ali,Çelik,40,88379,12
1252,Zeynep,Korkmaz,33,95595,12
1253,Ayşe,Öztürk,33,38133,18
1254,Selin,Yılmaz,46,94056,2
1255,Ali,Korkmaz,25,24670,6
1256,Ahmet,Güler,45,23927,5
1257,Ahmet,Şahin,42,56520,10
1258,Fatma,Güler,42,73459,15
1259,Fatma,Şahin,30,65716,19
1260,Ahmet,Kaya,31,30971,16
1261,Selin,Korkmaz,36,47901,15
1262,Fatma,Doğan,32,78246,6
1263,Ali,Güler,32,141769,3
1264,Emre,Çelik,38,66172,18
1265,Ali,Şahin,25,89744,3
1266,Emre,Demir,62,21355,17
1267,Hüseyin,Doğan,61,114214,19
1268,Ayşe,Yılmaz,45,35696,10
1269,Fatma,Yılmaz,62,73919,7
1270,Fatma,Korkmaz,33,50637,4
1271,Selin,Korkmaz,41,118247,2
1272,Elif,Kaya,29,65476,8
1273,Fatma,Demir,31,100921,19
1274,Selin,Şahin,47,67645,7
1275,Selin,Arslan,49,90134,7
1276,Ahmet,Çelik,64,66206,15
1277,Ahmet,Demir,36,35790,1
1278,Zeynep,Korkmaz,22,57445,5
1279,Fatma,Kaya,46,75481,4
1280,Hüseyin,Öztürk,19,111327,3
1281,Zeynep,Öztürk,67,79976,18
1282,Ayşe,Arslan,67,141156,15
1283,Elif,Kaya,41,99137,10
1284,Hüseyin,Şahin,34,147397,1
1285,Mehmet,Çelik,59,47521,1
1286,Ali,Şahin,44,66743,10
1287,Fatma,Öztürk,66,39505,12
1288,Fatma,Öztürk,20,28716,4
1289,Fatma,Demir,65,91681,5
1290,Hüseyin,Doğan,35,84071,9
1291,Ahmet,Çelik,38,107388,17
1292,Zeynep,Yılmaz,56,27816,9
1293,Ahmet,Öztürk,18,80590,7
1294,Hüseyin,Kaya,24,68036,16
1295,Ayşe,Arslan,62,94544,5
1296,Fatma,Çelik,40,128984,14
1297,Ahmet,Kaya,33,100041,8
1298,Ali,Şahin,28,47224,12
1299,Selin,Güler,52,117856,16
1300,Zeynep,Yılmaz,58,138498,12
1301,Selin,Öztürk,56,128589,15
1302,Mehmet,Güler,39,102349,18
1303,Zeynep,Yılmaz,52,142127,10
1304,Selin,Çelik,50,53319,1
1305,Mehmet,Demir,60,149794,4
1306,Emre,Doğan,62,98634,18
1307,Selin,Yılmaz,53,42795,3
1308,Mehmet,Öztürk,59,51599,5
1309,Elif,Güler,57,113124,11
1310,Fatma,Güler,45,75135,17
1311,Elif,Çelik,66,27662,19
1312,Elif,Öztürk,28,136422,7
1313,Elif,Demir,22,144604,10
1314,Mehmet,Arslan,35,22498,18
1315,Selin,Öztürk,21,98905,9
1316,Ali,Doğan,55,104682,11
1317,Zeynep,Korkmaz,48,134148,10
1318,Ayşe,Arslan,41,32458,15
1319,Elif,Arslan,47,50381,6
1320,Ali,Doğan,56,47345,15
1321,Elif,Demir,48,32398,7
1322,Ayşe,Doğan,29,50156,15
1323,Emre,Korkmaz,20,24328,5
1324,Ali,Arslan,47,85297,19
1325,Zeynep,Demir,25,126415,11
1326,Mehmet,Demir,69,147669,7
1327,Zeynep,Demir,27,44967,1
1328,Ali,Çelik,41,38251,17
1329,Fatma,Demir,18,142266,2
1330,Selin,Korkmaz,66,116534,18
1331,Ali,Öztürk,35,129796,6
1332,Elif,Kaya,58,84113,6
1333,Zeynep,Şahin,69,117755,15
1334,Fatma,Çelik,39,141468,9
1335,Fatma,Öztürk,48,83564,8
1336,Selin,Korkmaz,44,117479,16
1337,Fatma,Öztürk,33,44530,4
1338,Hüseyin,Doğan,66,37215,5
1339,Ali,Arslan,35,90225,5
1340,Ahmet,Şahin,28,148566,8
1341,Elif,Öztürk,35,72359,17
1342,Ahmet,Arslan,21,98006,3
1343,Emre,Doğan,57,76519,19
1344,Zeynep,Kaya,27,70056,5
1345,Fatma,Kaya,47,64116,19
1346,Fatma,Demir,21,52305,2
1347,Fatma,Korkmaz,25,32299,5
1348,Elif,Yılmaz,34,141304,9
1349,Fatma,Korkmaz,52,111260,12
1350,Mehmet,Çelik,22,48082,8
1351,Selin,Şahin,44,143290,16
1352,Ali,Kaya,54,91437,1
1353,Ayşe,Kaya,24,30352,18
1354,Selin,Güler,50,66636,14
1355,Zeynep,Korkmaz,35,95916,5
1356,Elif,Çelik,55,124011,9
1357,Hüseyin,Güler,45,108339,6
1358,Zeynep,Öztürk,69,103106,1
1359,Selin,Şahin,32,94514,9
1360,Mehmet,Doğan,40,88198,3
1361,Emre,Yılmaz,49,96732,7
1362,Hüseyin,Çelik,26,140257,16
1363,Zeynep,Demir,47,56383,17
1364,Selin,Güler,46,87141,17
1365,Emre,Korkmaz,49,54099,10
1366,Hüseyin,Şahin,52,23303,11
1367,Emre,Korkmaz,35,127760,7
1368,Mehmet,Kaya,46,139688,17
1369,Mehmet,Yılmaz,65,57280,12
1370,Mehmet,Demir,34,53914,14
1371,Mehmet,Arslan,26,59174,16
1372,Ayşe,Çelik,62,26049,17
1373,Hüseyin,Arslan,25,93216,4
1374,Emre,Kaya,30,145562,17
1375,Elif,Çelik,50,89763,3
1376,Selin,Korkmaz,38,26207,18
1377,Ali,Güler,61,99355,12
1378,Ayşe,Arslan,29,33737,17
1379,Emre,Çelik,47,106197,14
1380,Fatma,Öztürk,58,56655,18
1381,Ali,Öztürk,18,143450,11
1382,Emre,Şahin,38,45541,8
1383,Emre,Yılmaz,63,138828,18
1384,Elif,Kaya,46,138395,16
1385,Mehmet,Korkmaz,31,105090,2
1386,Ali,Çelik,55,77729,12
1387,Emre,Doğan,65,111239,3
1388,Hüseyin,Korkmaz,57,93355,2
1389,Emre,Kaya,68,98578,9
1390,Zeynep,Korkmaz,22,40365,18
1391,Hüseyin,Güler,64,52268,5
1392,Selin,Kaya,30,36460,19
1393,Mehmet,Şahin,55,102961,3
1394,Fatma,Demir,66,114651,1
1395,Ali,Korkmaz,22,100297,4
1396,Ali,Demir,59,104276,4
1397,Emre,Çelik,54,88953,12
1398,Ahmet,Yılmaz,34,61195,7
1399,Ayşe,Yılmaz,36,86851,19
1400,Ahmet,Yılmaz,55,68794,11
1401,Mehmet,Kaya,48,102231,2
1402,Emre,Öztürk,64,135134,18
1403,Hüseyin,Arslan,53,38402,16
1404,Hüseyin,Doğan,66,45269,4
1405,Selin,Korkmaz,18,104296,19
1406,Selin,Demir,67,50890,8
1407,Hüseyin,Demir,27,98279,8
1408,Emre,Güler,68,41517,8
1409,Elif,Demir,51,65448,12
1410,Zeynep,Korkmaz,66,31802,7
1411,Zeynep,Çelik,67,65139,4
1412,Ahmet,Çelik,30,104655,18
1413,Elif,Şahin,24,59283,15
1414,Fatma,Kaya,69,43225,2
1415,Hüseyin,Şahin,54,128958,2
